,Roster_ID,Student_ID
797,30,2831
798,30,1239
799,30,1895
800,30,887
801,30,2723
802,30,1479
803,30,1610
804,30,27
805,30,1790
806,30,707
807,30,1187
808,30,1243
809,30,2349
810,30,2417
811,31,865
812,31,493
813,31,392
814,31,898
815,31,800
816,31,2070
817,31,2404
818,31,2071
819,31,1060
820,31,2964
821,31,2825
822,31,1534
823,31,408
824,31,1117
825,31,1125
826,31,2278
827,31,2639
828,31,374
829,31,1068
830,31,2937
831,31,1556
832,31,2079
833,31,2382
834,31,2603
835,31,1563
836,31,2083
837,31,102
838,31,1543
839,31,2834
840,31,223
841,31,2415
842,31,1203
843,31,668
844,31,319
845,31,882
846,31,1244
847,31,2517
848,32,865
849,32,2326
850,32,898
851,32,2071
852,32,989
853,32,2825
854,32,875
855,32,97
856,32,655
857,32,2965
858,32,1125
859,32,460
860,32,2278
861,32,7
862,32,409
863,32,624
864,32,374
865,32,2397
866,32,1201
867,32,1068
868,32,2215
869,32,2289
870,32,1150
871,32,2083
872,32,1186
873,32,102
874,32,28
875,32,2972
876,32,319
877,32,1244
878,32,300
879,32,2517
880,33,1887
881,33,1290
882,33,2326
883,33,1291
884,33,4
885,33,1079
886,33,2508
887,33,989
888,33,1723
889,33,875
890,33,2433
891,33,97
892,33,2965
893,33,98
894,33,7
895,33,2074
896,33,2689
897,33,409
898,33,624
899,33,1726
900,33,2397
901,33,2170
902,33,1536
903,33,2076
904,33,2288
905,33,868
906,33,426
907,33,2454
908,33,2315
909,33,998
910,33,786
911,33,2289
912,33,1150
913,33,2691
914,33,1186
915,33,28
916,33,2972
917,33,103
918,33,300
919,33,1530
920,34,1018
921,34,569
922,34,493
923,34,800
924,34,2987
925,34,2154
926,34,2881
927,34,507
928,34,1060
929,34,2596
930,34,711
931,34,2472
932,34,2739
933,34,2964
934,34,2161
935,34,2218
936,34,1456
937,34,203
938,34,408
939,34,1117
940,34,1393
941,34,2639
942,34,2164
943,34,806
944,34,2379
945,34,861
946,34,2167
947,34,2937
948,34,2489
949,34,22
950,34,37
951,34,628
952,34,2327
953,34,413
954,34,2107
955,34,2441
956,34,662
957,34,2382
958,34,218
959,34,2695
960,34,25
961,34,785
962,34,1607
963,34,1563
964,34,2713
965,34,1979
966,34,1541
967,34,2834
968,34,894
969,34,668
970,34,2291
971,34,2975
972,35,1887
973,35,865
974,35,2326
975,35,1291
976,35,898
977,35,557
978,35,2508
979,35,989
980,35,2825
981,35,875
982,35,97
983,35,2965
984,35,2278
985,35,7
986,35,2074
987,35,409
988,35,624
989,35,1726
990,35,2397
991,35,2170
992,35,1536
993,35,1201
994,35,2076
995,35,2288
996,35,2454
997,35,2315
998,35,1351
999,35,1068
1000,35,998
1001,35,2289
1002,35,1150
1003,35,2083
1004,35,2691
1005,35,1186
1006,35,28
1007,35,2972
1008,35,319
1009,35,300
1010,35,1530
1011,36,1742
1012,36,569
1013,36,1098
1014,36,493
1015,36,392
1016,36,800
1017,36,2070
1018,36,2404
1019,36,2071
1020,36,2361
1021,36,2964
1022,36,2161
1023,36,1534
1024,36,1458
1025,36,408
1026,36,1125
1027,36,2639
1028,36,806
1029,36,2937
1030,36,36
1031,36,1556
1032,36,975
1033,36,2421
1034,36,661
1035,36,2079
1036,36,2382
1037,36,664
1038,36,2695
1039,36,785
1040,36,1563
1041,36,2215
1042,36,2971
1043,36,102
1044,36,2834
1045,36,223
1046,36,1203
1047,36,668
1048,36,814
1049,36,1488
1050,36,2517
1051,36,1492
1052,37,865
1053,37,938
1054,37,2326
1055,37,392
1056,37,898
1057,37,2752
1058,37,2071
1059,37,1034
1060,37,989
1061,37,2825
1062,37,1723
1063,37,97
1064,37,655
1065,37,408
1066,37,1125
1067,37,98
1068,37,2278
1069,37,7
1070,37,409
1071,37,374
1072,37,1297
1073,37,1556
1074,37,1207
1075,37,2079
1076,37,1068
1077,37,2215
1078,37,1150
1079,37,2083
1080,37,1512
1081,37,102
1082,37,10
1083,37,1203
1084,37,2972
1085,37,319
1086,37,1244
1087,37,300
1088,37,2517
1089,38,569
1090,38,493
1091,38,800
1092,38,2070
1093,38,2404
1094,38,2154
1095,38,2881
1096,38,507
1097,38,1060
1098,38,2596
1099,38,711
1100,38,2472
1101,38,2361
1102,38,2964
1103,38,2161
1104,38,203
1105,38,1534
1106,38,408
1107,38,1117
1108,38,806
1109,38,861
1110,38,2937
1111,38,1556
1112,38,628
1113,38,975
1114,38,2107
1115,38,2421
1116,38,662
1117,38,2079
1118,38,2382
1119,38,664
1120,38,218
1121,38,2695
1122,38,25
1123,38,785
1124,38,1607
1125,38,1563
1126,38,2215
1127,38,935
1128,38,2834
1129,38,1203
1130,38,668
1131,38,461
1132,38,814
1133,38,2291
1134,38,2975
1135,39,45
1136,39,52
1137,39,2958
1138,39,775
1139,39,61
1140,39,2156
1141,39,1721
1142,39,823
1143,39,2853
1144,39,2845
1145,39,2577
1146,39,2552
1147,39,1729
1148,39,1470
1149,39,100
1150,39,1471
1151,39,2400
1152,39,2078
1153,39,2102
1154,39,2176
1155,39,1206
1156,39,2219
1157,39,1263
1158,39,2085
1159,39,870
1160,40,52
1161,40,2540
1162,40,543
1163,40,2033
1164,40,61
1165,40,2841
1166,40,1721
1167,40,2545
1168,40,2827
1169,40,804
1170,40,20
1171,40,185
1172,40,1470
1173,40,1471
1174,40,2640
1175,40,1226
1176,40,2102
1177,40,1206
1178,40,1302
1179,40,1131
1180,40,1263
1181,40,2714
1182,40,499
1183,40,870
1184,41,2540
1185,41,2989
1186,41,543
1187,41,2033
1188,41,2841
1189,41,2545
1190,41,2827
1191,41,20
1192,41,185
1193,41,2634
1194,41,878
1195,41,1298
1196,41,1507
1197,41,2640
1198,41,281
1199,41,1302
1200,41,2880
1201,41,1131
1202,41,2413
1203,41,139
1204,41,2714
1205,41,499
1206,41,318
1207,41,2366
1208,41,2185
1209,42,2029
1210,42,1720
1211,42,2091
1212,42,727
1213,42,823
1214,42,73
1215,42,2577
1216,42,626
1217,42,1729
1218,42,2578
1219,42,1285
1220,42,1362
1221,42,2176
1222,42,2275
1223,42,634
1224,42,1582
1225,42,2085
1226,42,2106
1227,42,1309
1228,43,2540
1229,43,2989
1230,43,543
1231,43,2033
1232,43,61
1233,43,2841
1234,43,1721
1235,43,2545
1236,43,2827
1237,43,20
1238,43,185
1239,43,878
1240,43,1470
1241,43,2640
1242,43,1226
1243,43,2102
1244,43,1302
1245,43,2880
1246,43,1131
1247,43,2714
1248,43,499
1249,43,870
1250,43,2366
1251,44,2578
1252,44,2085
1253,44,52
1254,44,775
1255,44,1580
1256,44,2156
1257,44,727
1258,44,823
1259,44,2853
1260,44,372
1261,44,2577
1262,44,2552
1263,44,1729
1264,44,1471
1265,44,1285
1266,44,2078
1267,44,2176
1268,44,1206
1269,44,2275
1270,44,2219
1271,44,1263
1272,44,1582
1273,45,45
1274,45,52
1275,45,2946
1276,45,61
1277,45,2841
1278,45,2156
1279,45,1721
1280,45,2545
1281,45,764
1282,45,2853
1283,45,804
1284,45,185
1285,45,2552
1286,45,1471
1287,45,2078
1288,45,2102
1289,45,1206
1290,45,1302
1291,45,2219
1292,45,1263
1293,45,1304
1294,45,2714
1295,45,870
1296,46,2029
1297,46,2156
1298,46,803
1299,46,727
1300,46,823
1301,46,372
1302,46,2577
1303,46,2552
1304,46,1729
1305,46,2578
1306,46,1285
1307,46,1362
1308,46,2275
1309,46,634
1310,46,1582
1311,46,2085
1312,46,2106
1313,46,1309
1314,47,2819
1315,47,2277
1316,47,2654
1317,47,95
1318,47,19
1319,47,39
1320,47,2794
1321,47,1457
1322,47,467
1323,47,207
1324,47,1503
1325,47,2681
1326,47,2075
1327,47,2338
1328,47,1531
1329,47,2175
1330,47,379
1331,47,2746
1332,48,2263
1333,48,2571
1334,48,2405
1335,48,1431
1336,48,892
1337,48,848
1338,48,357
1339,48,1188
1340,48,1262
1341,48,739
1342,48,836
1343,48,857
1344,48,2290
1345,48,433
1346,48,2980
1347,48,2976
1348,49,2571
1349,49,1431
1350,49,892
1351,49,848
1352,49,1062
1353,49,1188
1354,49,1197
1355,49,1262
1356,49,836
1357,49,2468
1358,49,1265
1359,49,825
1360,49,324
1361,49,433
1362,49,2394
1363,49,2980
1364,50,47
1365,50,283
1366,50,2752
1367,50,1799
1368,50,2696
1369,50,778
1370,50,1951
1371,50,2932
1372,50,1062
1373,50,1197
1374,50,1208
1375,50,2600
1376,50,2468
1377,50,324
1378,50,2394
1379,50,1513
1380,51,2681
1381,51,2290
1382,51,2976
1383,52,283
1384,52,2752
1385,52,2696
1386,52,778
1387,52,1431
1388,52,892
1389,52,848
1390,52,2932
1391,52,1062
1392,52,1197
1393,52,1511
1394,52,836
1395,52,2600
1396,52,2468
1397,52,324
1398,52,433
1399,52,2394
1400,52,2980
1401,53,2263
1402,53,2571
1403,53,95
1404,53,2405
1405,53,1531
1406,53,1502
1407,53,19
1408,53,39
1409,53,2794
1410,53,1503
1411,53,2681
1412,53,357
1413,53,717
1414,53,1188
1415,53,379
1416,53,1262
1417,53,739
1418,53,2182
1419,53,2290
1420,53,2976
1421,54,2571
1422,54,2405
1423,54,1502
1424,54,1431
1425,54,892
1426,54,848
1427,54,357
1428,54,1062
1429,54,1188
1430,54,1197
1431,54,1262
1432,54,739
1433,54,836
1434,54,2468
1435,54,1265
1436,54,433
1437,54,2980
1438,55,2276
1439,55,2405
1440,55,95
1441,55,1531
1442,55,19
1443,55,39
1444,55,2794
1445,55,1503
1446,55,2681
1447,55,357
1448,55,2398
1449,55,717
1450,55,379
1451,55,739
1452,55,2290
1453,55,2976
1454,56,380
1455,56,1804
1456,56,2906
1457,56,340
1458,56,860
1459,56,2402
1460,56,2664
1461,56,57
1462,56,2028
1463,56,58
1464,56,2264
1465,56,612
1466,56,2403
1467,56,801
1468,56,339
1469,56,2272
1470,56,1496
1471,56,1095
1472,56,796
1473,56,2892
1474,56,1438
1475,56,542
1476,56,1334
1477,56,1085
1478,56,1704
1479,56,1035
1480,56,1520
1481,56,465
1482,56,1357
1483,56,2548
1484,56,693
1485,56,1521
1486,56,2160
1487,56,2493
1488,56,545
1489,56,68
1490,56,991
1491,56,1552
1492,56,0
1493,56,1800
1494,56,818
1495,56,2844
1496,56,390
1497,56,457
1498,56,1440
1499,56,1785
1500,56,1523
1501,56,1553
1502,56,2874
1503,56,2666
1504,56,469
1505,56,2042
1506,56,1805
1507,56,1282
1508,56,1555
1509,56,715
1510,56,2473
1511,56,1107
1512,56,2856
1513,56,2580
1514,56,2857
1515,56,1284
1516,56,2210
1517,56,2211
1518,56,2047
1519,56,347
1520,56,24
1521,56,2380
1522,56,631
1523,56,2742
1524,56,2939
1525,56,2100
1526,56,1594
1527,56,1474
1528,56,740
1529,56,1340
1530,56,217
1531,56,2758
1532,56,1475
1533,56,1341
1534,56,2054
1535,56,2940
1536,56,1349
1537,56,2056
1538,56,1399
1539,56,2520
1540,56,2392
1541,56,1350
1542,56,2373
1543,56,2754
1544,56,26
1545,56,2305
1546,56,401
1547,56,2487
1548,56,2385
1549,56,1483
1550,56,1333
1551,56,2307
1552,56,485
1553,56,2109
1554,56,2062
1555,56,2564
1556,56,2467
1557,56,638
1558,56,431
1559,56,1288
1560,56,2675
1561,56,85
1562,56,1002
1563,56,1242
1564,56,1964
1565,56,769
1566,56,2653
1567,56,1258
1568,56,643
1569,56,1445
1570,57,190
1571,57,2538
1572,57,568
1573,57,2066
1574,57,2839
1575,57,611
1576,57,2748
1577,57,1293
1578,57,259
1579,57,2522
1580,57,1703
1581,57,2959
1582,57,341
1583,57,17
1584,57,193
1585,57,194
1586,57,2368
1587,57,2295
1588,57,831
1589,57,2506
1590,57,2031
1591,57,2333
1592,57,419
1593,57,389
1594,57,2356
1595,57,2949
1596,57,158
1597,57,2790
1598,57,2904
1599,57,2961
1600,57,617
1601,57,763
1602,57,619
1603,57,472
1604,57,1831
1605,57,2157
1606,57,393
1607,57,2851
1608,57,2749
1609,57,1712
1610,57,394
1611,57,63
1612,57,2847
1613,57,362
1614,57,495
1615,57,1548
1616,57,622
1617,57,2041
1618,57,1960
1619,57,706
1620,57,574
1621,57,2526
1622,57,2266
1623,57,2204
1624,57,1329
1625,57,2966
1626,57,1061
1627,57,1463
1628,57,1225
1629,57,2551
1630,57,807
1631,57,1281
1632,57,1424
1633,57,1997
1634,57,2267
1635,57,2046
1636,57,213
1637,57,1426
1638,57,1347
1639,57,1728
1640,57,1500
1641,57,2716
1642,57,1832
1643,57,886
1644,57,2898
1645,57,629
1646,57,2159
1647,57,2166
1648,57,2498
1649,57,2174
1650,57,798
1651,57,1361
1652,57,2050
1653,57,1123
1654,57,862
1655,57,2805
1656,57,632
1657,57,2452
1658,57,462
1659,57,219
1660,57,2786
1661,57,1557
1662,57,1501
1663,57,1420
1664,57,846
1665,57,757
1666,57,2374
1667,57,856
1668,57,2308
1669,57,1527
1670,57,415
1671,57,2806
1672,57,222
1673,57,2675
1674,57,2684
1675,57,2270
1676,57,751
1677,57,1485
1678,57,2903
1679,57,438
1680,57,512
1681,57,2501
1682,57,2184
1683,57,299
1684,57,642
1685,58,2151
1686,58,2089
1687,58,3
1688,58,2152
1689,58,721
1690,58,614
1691,58,1754
1692,58,2737
1693,58,342
1694,58,2237
1695,58,310
1696,58,1782
1697,58,704
1698,58,2960
1699,58,2532
1700,58,18
1701,58,581
1702,58,2296
1703,58,137
1704,58,620
1705,58,874
1706,58,1454
1707,58,2547
1708,58,815
1709,58,1176
1710,58,2938
1711,58,138
1712,58,2785
1713,58,1905
1714,58,1684
1715,58,1796
1716,58,1524
1717,58,1040
1718,58,1601
1719,58,2521
1720,58,345
1721,58,509
1722,58,2301
1723,58,425
1724,58,2168
1725,58,322
1726,58,2655
1727,58,1906
1728,58,2897
1729,58,2953
1730,58,2371
1731,58,387
1732,58,2977
1733,58,263
1734,58,631
1735,58,2939
1736,58,2381
1737,58,2099
1738,58,2304
1739,58,1473
1740,58,335
1741,58,2424
1742,58,2537
1743,58,1477
1744,58,829
1745,58,2213
1746,58,316
1747,58,838
1748,58,871
1749,58,2082
1750,58,1481
1751,58,835
1752,58,498
1753,58,1363
1754,58,1886
1755,58,2745
1756,58,2562
1757,58,1779
1758,58,1306
1759,58,1715
1760,58,1910
1761,58,377
1762,58,2365
1763,58,2836
1764,58,29
1765,58,2901
1766,58,2973
1767,58,1112
1768,58,1792
1769,58,1003
1770,58,2645
1771,59,380
1772,59,1804
1773,59,2906
1774,59,611
1775,59,2748
1776,59,2403
1777,59,2200
1778,59,1496
1779,59,1452
1780,59,2035
1781,59,2790
1782,59,418
1783,59,796
1784,59,2892
1785,59,763
1786,59,1213
1787,59,1438
1788,59,1334
1789,59,1831
1790,59,2203
1791,59,1704
1792,59,394
1793,59,1520
1794,59,2548
1795,59,1439
1796,59,2493
1797,59,545
1798,59,466
1799,59,1888
1800,59,0
1801,59,1800
1802,59,1328
1803,59,816
1804,59,2844
1805,59,2533
1806,59,390
1807,59,1440
1808,59,1785
1809,59,1553
1810,59,574
1811,59,2874
1812,59,403
1813,59,1329
1814,59,700
1815,59,2073
1816,59,508
1817,59,1803
1818,59,2666
1819,59,469
1820,59,2042
1821,59,49
1822,59,1424
1823,59,2473
1824,59,1426
1825,59,1347
1826,59,1728
1827,59,214
1828,59,1107
1829,59,2856
1830,59,2580
1831,59,886
1832,59,1730
1833,59,2857
1834,59,629
1835,59,2498
1836,59,2174
1837,59,2211
1838,59,347
1839,59,798
1840,59,1360
1841,59,2742
1842,59,2050
1843,59,2100
1844,59,1594
1845,59,740
1846,59,1340
1847,59,1349
1848,59,2056
1849,59,2057
1850,59,1748
1851,59,315
1852,59,2520
1853,59,2392
1854,59,1350
1855,59,1557
1856,59,2754
1857,59,26
1858,59,2744
1859,59,401
1860,59,2487
1861,59,2385
1862,59,1000
1863,59,1483
1864,59,757
1865,59,768
1866,59,809
1867,59,1333
1868,59,2062
1869,59,1777
1870,59,637
1871,59,1527
1872,59,2564
1873,59,415
1874,59,2064
1875,59,431
1876,59,1528
1877,59,2935
1878,59,2675
1879,59,812
1880,59,1443
1881,59,1002
1882,59,2312
1883,59,1242
1884,59,2184
1885,59,2860
1886,59,299
1887,59,642
1888,59,643
1889,60,380
1890,60,1804
1891,60,2906
1892,60,2402
1893,60,2664
1894,60,57
1895,60,2264
1896,60,612
1897,60,2403
1898,60,2272
1899,60,1496
1900,60,1095
1901,60,1452
1902,60,2035
1903,60,796
1904,60,2892
1905,60,1213
1906,60,1438
1907,60,619
1908,60,1334
1909,60,1831
1910,60,2203
1911,60,1704
1912,60,1520
1913,60,2548
1914,60,1521
1915,60,1439
1916,60,2493
1917,60,545
1918,60,68
1919,60,1888
1920,60,0
1921,60,1800
1922,60,1328
1923,60,2844
1924,60,390
1925,60,457
1926,60,1440
1927,60,1785
1928,60,1553
1929,60,2874
1930,60,403
1931,60,2073
1932,60,1803
1933,60,2666
1934,60,469
1935,60,2042
1936,60,2495
1937,60,49
1938,60,1282
1939,60,2473
1940,60,214
1941,60,1107
1942,60,2856
1943,60,2580
1944,60,2857
1945,60,2211
1946,60,2047
1947,60,347
1948,60,348
1949,60,1360
1950,60,24
1951,60,470
