,High_School_ID,High School
1124,1124,Robbinsville High School
1125,1125,Davis
1126,1126,Lady Eleanor Holles
1127,1127,Galena
1128,1128,The Baldwin School
1129,1129,Riverdale Country
1130,1130,St. John's School
1131,1131,Kuper Academy
1132,1132,Valdosta
1133,1133,Ursuline Academy
1134,1134,Hersey
1135,1135,Villa Maria
1136,1136,Elmwood Girls School
1137,1137,Timothy Christian School
1138,1138,Allegany
1139,1139,Sidwell Friends School
1140,1140,Plainfield
1141,1141,Kings Park
1142,1142,Cold Spring Harbor High School
1143,1143,West Ranch
1144,1144,Raffles Junior College
1145,1145,Green Mountain
1146,1146,Orange Lutheran
1147,1147,Kamehameha Schools Maui
1148,1148,Peninsula
1149,1149,Roland Park
1150,1150,Horace Greeley High School
1151,1151,Horace Greeley
1152,1152,Mira Costa
1153,1153,Ruben S. Ayala
1154,1154,La Costa Canyon
1155,1155,Spence School
1156,1156,Pine View
1157,1157,Wilton
1158,1158,Country Day School
1159,1159,Laurel Hill Colaiste
1160,1160,Berkeley Prep
1161,1161,Saline
1162,1162,Amity High School
1163,1163,The Taft School
1164,1164,Suffern High School
1165,1165,Mt. Tabor High School
1166,1166,Philips Andover
1167,1167,Pelham Memorial
1168,1168,Lycee Francois 1er
1169,1169,The Branson School
1170,1170,Montverde Academy
1171,1171,Westtown School
1172,1172,Bloomington High School North
1173,1173,Academy for the Advancement of Science & Tech.
1174,1174,Andover HS
1175,1175,Saint Ann's School
1176,1176,Fallbrook Union
1177,1177,Hershey
1178,1178,Esperanza
1179,1179,St. Andrew's Episcopal School
1180,1180,Lincoln Sudbury
1181,1181,Duxbury
1182,1182,Briarcliff
1183,1183,Skyview
1184,1184,Singapore American School
1185,1185,Manchester Essex
1186,1186,Trumbull
1187,1187,La Mirada
1188,1188,Glen A. Wilson
1189,1189,Sewickley
1190,1190,Campolindo
1191,1191,C. Milton Wright
1192,1192,Saint Pius X High School
1193,1193,Cold Spring Harbor
1194,1194,Oakmont
1195,1195,Redlands
1196,1196,Archbishop Mitty
1197,1197,Ferris
1198,1198,Hempfield
1199,1199,Marian
1200,1200,Washburn Rural
1201,1201,Lakeland Union
1202,1202,Mahwah
1203,1203,Garfield
1204,1204,Fort Myers High School
1205,1205,Loyola Blakefield
1206,1206,South Side
1207,1207,Bullard
1208,1208,Shorecrest
1209,1209,Cranford
1210,1210,Christian Brothers College Monkstown
1211,1211,Wall
1212,1212,Ballard
1213,1213,Niskayuna High School
1214,1214,Trail Smoke Eaters (BCHL)
1215,1215,Laguna Blanca
1216,1216,Delbarton
1217,1217,Spruce Grove Saints (AJHL)
1218,1218,Saint Stephen's Episcopal
1219,1219,Gadsden City
1220,1220,International Connections Academy
1221,1221,Central Newcastle
1222,1222,Okemos HS
1223,1223,Corona del Mar High School
1224,1224,Westminster School
1225,1225,Selinsgrove Area
1226,1226,Horace Mann
1227,1227,Shawnee Mission South High School
1228,1228,All Saints
1229,1229,Burnaby Central
1230,1230,Northside College Prep HS
1231,1231,Stone Bridge
1232,1232,Choate Rosemary
1233,1233,The John Cooper School
1234,1234,Poly Prep
1235,1235,Manchester West
1236,1236,Buffalo Seminary
1237,1237,Marysville
1238,1238,Wayland Weston
1239,1239,Hockaday School
1240,1240,Claremont
1241,1241,Mamaroneck
1242,1242,H.H.H. High School West
1243,1243,The John Carroll School
1244,1244,Cottonwood
1245,1245,Hopewell High School
1246,1246,Pequannock Township
1247,1247,St. Christopher's School
1248,1248,Ferndale
1249,1249,Nelson
1250,1250,St. Josephs
1251,1251,Burbank
1252,1252,Los Altos
1253,1253,Laurel Springs School
1254,1254,Grapevine
1255,1255,Nolan Catholic
1256,1256,Bellarmine College Prep
1257,1257,Whitefish Bay
1258,1258,Hill-Murray
1259,1259,Menlo School
1260,1260,Lakeview HS
1261,1261,Cherry Hill East
1262,1262,Upper Dublin
1263,1263,Mamaroneck High School
1264,1264,Humble
1265,1265,Franklin Road Academy
1266,1266,Greenwich High School
1267,1267,Bellingham
1268,1268,Monta Vista
1269,1269,Potomac
1270,1270,Westridge
1271,1271,Winchester HS
1272,1272,Highland Park High School
1273,1273,Bishop Fenwick
1274,1274,York School
1275,1275,Penn Manor
1276,1276,Eastlake High School
1277,1277,St. Mary's of Annapolis
1278,1278,Oaks Christian
1279,1279,Nobles School
1280,1280,Lake Braddock
1281,1281,American College of Sofia
1282,1282,Ross Shepard High School
1283,1283,St. Francis High School
1284,1284,Woodrow Wilson High School
1285,1285,University Prep
1286,1286,Bergen County Academies
1287,1287,Bernardsville High School
1288,1288,Valley
1289,1289,Cary-Grove
1290,1290,Murrieta Valley
1291,1291,Kamiak
1292,1292,Iolani
1293,1293,Red Bank Catholic
1294,1294,Acton Boxborough
1295,1295,Columbus Academy
1296,1296,West Windsor-Plainsboro South
1297,1297,Madera HS
1298,1298,Adlai E. Stevenson High School
1299,1299,Wauntosa East
1300,1300,San Francisco Waldorf
1301,1301,St. Stephens & St. Agnes
1302,1302,Northampton School
1303,1303,Medfield
1304,1304,Tamalpais
1305,1305,Crossroads School
1306,1306,Central Catholic High School
1307,1307,Pine Crest
1308,1308,Carroll Sr.
1309,1309,Cramlington Learning Village
1310,1310,Wheeler
1311,1311,LaGuardia High School
1312,1312,Northwood
1313,1313,LaSalle College High School
1314,1314,Brookline H.S.
1315,1315,Markham District
1316,1316,Falmouth Academy
1317,1317,Westlake High School
1318,1318,Sandia Preparatory School
1319,1319,Rocklin
1320,1320,La Jolla
1321,1321,The Ursuline School
1322,1322,Spring Ford
1323,1323,Page
1324,1324,Barrington
1325,1325,Ecclesbourne
1326,1326,Ursuline School
1327,1327,San Ramon
1328,1328,Marjory Stoneman Douglas
1329,1329,St. Paul's School For Girls
1330,1330,Glen Ridge
1331,1331,East Hampton
1332,1332,Tower Hill
1333,1333,Stuyvesant
1334,1334,Athol Murray College of Notre Dame
1335,1335,St. Mark's School
1336,1336,DeMatha Catholic
1337,1337,Wellington
1338,1338,Peak to Peak
1339,1339,Redwood
1340,1340,Southfield School
1341,1341,Bryn Mawr School
1342,1342,Kent School
1343,1343,Bay School
1344,1344,Burr and Burton Academy
1345,1345,Mahindra UWC of India
1346,1346,Methodist High School
1347,1347,Demarest
1348,1348,Visitation Academy
1349,1349,Forest Hills Northern High School
1350,1350,Pendleton
1351,1351,Bergen Catholic High School
1352,1352,New Trier HS
1353,1353,Wootton
1354,1354,Vista
1355,1355,Technical
1356,1356,Southampton
1357,1357,Shady Side
1358,1358,Academy of Richmond County
1359,1359,Nightingale-Bamford
1360,1360,Memorial
1361,1361,Independence High
1362,1362,Charter School
1363,1363,Lake Highland
1364,1364,W.T. Woodson
1365,1365,Midlothian
1366,1366,The Woodlands Christian Academy
1367,1367,Loy Norrix
1368,1368,St. Andrews School
1369,1369,Institute Le Rosey
1370,1370,Seven Lakes High School
1371,1371,"Northwest Catholic, Salisbury School"
1372,1372,Acalanes High School
1373,1373,Ridgefield
1374,1374,Farmington High School
1375,1375,Kloof
1376,1376,Bloomington (USHL)
1377,1377,Valparaiso
1378,1378,Southington
1379,1379,North Myrtle Beach
1380,1380,Novi High School
1381,1381,Lafayette
1382,1382,Hillsborough
1383,1383,Haddonfield Memorial
1384,1384,Maine South
1385,1385,Lake Mary
1386,1386,Voorhees
1387,1387,Phillips Exeter (NH)
1388,1388,Grayslake Central
1389,1389,Granite Bay
1390,1390,JJ Pearce
1391,1391,University of Chicago Lab
1392,1392,Midland Park High School
1393,1393,Tauranga Boys' College
1394,1394,St George's
1395,1395,Wellesley High School
1396,1396,William Fremd
1397,1397,Anthony Wayne
1398,1398,Holy Spirit
1399,1399,St. George's
1400,1400,St. John's Prep
1401,1401,South Burlington
1402,1402,Incarnate Word
1403,1403,El Segundo
1404,1404,Northgate High School
1405,1405,North Allegheny
1406,1406,Gulliver Prep
1407,1407,Wilbur Cross H.S.
1408,1408,Saint Xavier
1409,1409,Shattuck St. Mary’s
1410,1410,Hackettstown
1411,1411,The Phillips Exeter Academy
1412,1412,Norman
1413,1413,Carroll
1414,1414,Cicero-North Syracuse
1415,1415,Marlborough
1416,1416,Smithville
1417,1417,Highlands Ranch
1418,1418,The Hockaday School
1419,1419,Courtice Secondary School
1420,1420,Immaculate Heart
1421,1421,Clear Lake
1422,1422,Pine Creek High School
1423,1423,Centaurus High School
1424,1424,Sanford H. Calhoun
1425,1425,Oaks Christian High School
1426,1426,Beverly
1427,1427,Springbank
1428,1428,Serrano High School
1429,1429,Franklin
1430,1430,Collingwood Collegiate Institute
1431,1431,Bronxville High School
1432,1432,Walt Whitman HS
1433,1433,Ozel Istanbul Cevre Lisesi
1434,1434,Gwynedd Mercy Academy
1435,1435,St. Cecilia Academy
1436,1436,Mead Senior High School
1437,1437,St. Mary's
1438,1438,St. Mark's
1439,1439,Bethel Park Senior
1440,1440,McDonogh School
1441,1441,The Woodlands
1442,1442,Mt. Tabor
1443,1443,Boston College High School
1444,1444,Smoky Hill
1445,1445,Westview
1446,1446,Riverdale Country School
1447,1447,Joseph Wheeler High School
1448,1448,Holy Ghost Preparatory School
1449,1449,Carey
1450,1450,Mt. Sinai
1451,1451,Los Osos
1452,1452,Friendswood
1453,1453,Amity Regional High School
1454,1454,The Browning School
1455,1455,Granite Hills
1456,1456,Providence High School
1457,1457,Foran
1458,1458,University of Toronto Schools
1459,1459,Peponi Secondary School
1460,1460,Horace Mann High School
1461,1461,St. Christopher's
1462,1462,New Trier High School
1463,1463,Wilde Lake High School
1464,1464,Olentangy
1465,1465,Commack
1466,1466,New Britain
1467,1467,Jersey Village High School
1468,1468,Gaither
1469,1469,Thomas Jefferson HS of Science/Technology
1470,1470,St. Paul's
1471,1471,Bedford
1472,1472,Morgan Park Academy
1473,1473,Buckingham Brown and Nichols
1474,1474,Waterloo Black Hawks (USHL)
1475,1475,Black River Public School
1476,1476,Plano
1477,1477,Viewpoint HS/ Suffield Academy
1478,1478,Lawrence Free State
1479,1479,Maine-Endwell
1480,1480,John F. Kennedy HS
1481,1481,Glenville
1482,1482,Wheaton Academy
1483,1483,The Lakeside School
1484,1484,Charlotte Country Day
1485,1485,Archbishop Spalding
1486,1486,LaJolla High School
1487,1487,Cathedral & John Connon School
1488,1488,The Hopkins School
1489,1489,Tesoro
1490,1490,Mounds View
1491,1491,Santa Barbara High School
1492,1492,Baldwin
1493,1493,John Burroughs H.S.
1494,1494,Governor Livingston High School
1495,1495,Brattleboro Union
1496,1496,Roncalli
1497,1497,Sierra H.S.
1498,1498,Bismarck (NAHL)
1499,1499,Hotchkiss (CT)
1500,1500,Coronado
1501,1501,Grissom
1502,1502,Waterford High School
1503,1503,E.C. Glass
1504,1504,St. Alban's School
1505,1505,Boston Latin Academy
1506,1506,Shorecrest Preparatory Academy
1507,1507,Ronald Reagan
1508,1508,Patrick Henry High School
1509,1509,Lick-Wilmerding
1510,1510,Luisenschule - Gymnasium der Stadt Mülheim a.d. Ruhr
1511,1511,Herricks High School
1512,1512,Huron
1513,1513,Shattuck St. Mary's (Minn.)
1514,1514,Massapequa
1515,1515,Elder
1516,1516,Pine View School
1517,1517,Tri-city Storm (USHL)
1518,1518,Tri-City (USHL)
1519,1519,The Brunswick School
1520,1520,Winchendon
1521,1521,L.V. Berkner
1522,1522,Flushing
1523,1523,Raffles Institution
1524,1524,Baldwin School
1525,1525,Fontainebleau
1526,1526,Brentwood College School
1527,1527,Pt. Pleasant Beach
1528,1528,Gorham
1529,1529,Benjamin Franklin
1530,1530,Mahindra UWC (India)
1531,1531,Bedford High School
1532,1532,Cambridge High School
1533,1533,American School in London
1534,1534,Poolesville High School
1535,1535,Wesley College
1536,1536,West Geauga High School
1537,1537,Cascia Hall
1538,1538,Clayton
1539,1539,Montgomery Bell
1540,1540,Okemos
1541,1541,St. Anthony's
1542,1542,Choptican
1543,1543,Schaumburg
1544,1544,Providence Academy
1545,1545,Chopticon
1546,1546,Cowichan Valley (BCHL)
1547,1547,Wylie High School (Texas)
1548,1548,Institution des Chartreux
1549,1549,Kingswood Oxford
1550,1550,Crnjanski High School
1551,1551,Hunter
1552,1552,Twyford Church of England High School
1553,1553,Gilman HS
1554,1554,St. Rita of Cascia
1555,1555,Hackley
1556,1556,Gilman School
1557,1557,Academy for Advancement of Science & Technology
1558,1558,Greenhills
1559,1559,Fayetteville-Manlius High School
1560,1560,The Calverton School
1561,1561,Upper Arlington
1562,1562,English School
1563,1563,St. John's College
1564,1564,Melbourne Grammar School
1565,1565,DeLand
1566,1566,Huntsville
1567,1567,Kent Denver School
1568,1568,Hebron High School
1569,1569,Harvard-Westlake School
1570,1570,School of the Holy Child
1571,1571,Strongsville
1572,1572,Metuchen High School
1573,1573,Spruce Creek
1574,1574,Korah Collegiate and Vocational
1575,1575,Global Christian Foreign School
1576,1576,Mundelein
1577,1577,Portsmouth
1578,1578,Eton
1579,1579,De La Salle College
1580,1580,Beechwood
1581,1581,Fauquier High School
1582,1582,Westfield Senior
1583,1583,Sharon
1584,1584,Northampton
1585,1585,Marvin Ridge
1586,1586,Hall
1587,1587,International School of Manila
1588,1588,Trinity Pawling
1589,1589,Columbia River
1590,1590,Faith Lutheran
1591,1591,La Canada
1592,1592,Herschel Girls School
1593,1593,Parktown Boys' High School
1594,1594,Fox Lane
1595,1595,Cathedral
1596,1596,John Carroll Catholic
1597,1597,Joel Barlow High School
1598,1598,Jesuit Prep
1599,1599,Westlake H.S.
1600,1600,Robert E. Lee
1601,1601,Chamblee
1602,1602,Anglican Church Grammar School
1603,1603,Bolles
1604,1604,Pittwater House
1605,1605,Rye Country Day School
1606,1606,Bishop George Ahr
1607,1607,Olinda
1608,1608,Peddie School (NJ) and Diocesan Boys' School (HK)
1609,1609,North Catholic
1610,1610,Millard West
1611,1611,The Peddie School
1612,1612,Central Bucks H.S. West
1613,1613,DeWitt Clinton
1614,1614,College Du Leman
1615,1615,Menlo-Atherton
1616,1616,Bryam Hills
1617,1617,East Chapel Hill High School
1618,1618,St. John Bosco
1619,1619,Camrose (AJHL)
1620,1620,Petaluma High School
1621,1621,Moon Area
1622,1622,Carroll High School
1623,1623,Chaminade Prep
1624,1624,Dover
1625,1625,Indiana Ice (USHL)
1626,1626,Putney
1627,1627,Bishop Eustace
1628,1628,Wayland
1629,1629,The Ethical Culture Fieldston School
1630,1630,Sir Robert Borden
1631,1631,Lake Forest HS
1632,1632,Ysgol Gyfun Gartholwg
1633,1633,Mercersburg Academy
1634,1634,Brunswick Academy
1635,1635,Worcester Academy
1636,1636,Eugene
1637,1637,Governor John Rogers
1638,1638,Seekonk
1639,1639,Oregon Episcopal
1640,1640,Georgetown Day School
1641,1641,Kingswood Regional High School
1642,1642,Holy Name of Mary
1643,1643,Whitewater
1644,1644,Orem High
1645,1645,University School of Milwaukee Mil
1646,1646,Lynbrook
1647,1647,Hank Haney IJGA/Heritage Academy
1648,1648,Sir. William Perkin's School
1649,1649,Lyme-Old Lyme
1650,1650,Plant
1651,1651,Falmouth High School
1652,1652,Altamont
1653,1653,Ramapo H.S.
1654,1654,Wilton High School
1655,1655,Southern Cayuga Central
1656,1656,Ransom Everglades Upper School
1657,1657,St. Thomas Aquinas High School
1658,1658,Chase Collegiate
1659,1659,The Tathall School
1660,1660,Northern Highlands Regional
1661,1661,Lincoln-Sudbury Regional HS
1662,1662,Chilton
1663,1663,Alameda
1664,1664,Dalton
1665,1665,Great Neck North
1666,1666,Monsignor Paul Dwyer Catholic
1667,1667,Latymer Upper School
1668,1668,Edmond Memorial
1669,1669,Glebe Collegiate Institute
1670,1670,Pope John XIII High School
1671,1671,Central Dauphin
1672,1672,St. Andrews
1673,1673,Newark High School
1674,1674,Hopkins Academy
1675,1675,Cheshire
1676,1676,American School
1677,1677,Bilkent Laboratory and International School
1678,1678,International School of Geneva Campus des Nations
1679,1679,Grossmont High
1680,1680,Pomperaug
1681,1681,Tullahoma
1682,1682,Weymouth
1683,1683,Cienega
1684,1684,Algonac High School
1685,1685,Broward Virtual School
1686,1686,Winston Churchill High
1687,1687,Hwa Kong Institution
1688,1688,The Cherwell School
1689,1689,Harker
1690,1690,Modern
1691,1691,Pärnu Koidula Gümnaasium
1692,1692,Xavier College
1693,1693,Concord-Carlisle High School
1694,1694,Ecole Active Bilingue
1695,1695,Great Neck South
1696,1696,Saucon Valley High School
1697,1697,Hastings
1698,1698,Olympia High School
1699,1699,La Canada High School
1700,1700,Queenwood
1701,1701,Franco-Cité
1702,1702,Locust Valley
1703,1703,Blessed Trinity Catholic
1704,1704,Massaponax High School
1705,1705,B. Reed Henderson
1706,1706,Fox Chapel High
1707,1707,Grimsby District Secondary School
1708,1708,Ft. Myers
1709,1709,Ashbury College
1710,1710,Shepaug Valley High School
1711,1711,Alexander von Humboldt
1712,1712,Watertown
1713,1713,Whittier High
1714,1714,Methodist Ladies College
1715,1715,John P. Stevens
1716,1716,Concord-Carlisle HS
1717,1717,The Overlake School
1718,1718,East Lake
1719,1719,Indian Springs
1720,1720,The Potomac School
1721,1721,Carlsbad
1722,1722,Seton-LaSalle
1723,1723,Loyola Blakefield High School
1724,1724,Lancaster Catholic
1725,1725,Lee's Summit North
1726,1726,Academy of Allied Health and Science
1727,1727,Cedar Rapids Roughriders (USHL)
1728,1728,Miramonte HS
1729,1729,Monte Vista
1730,1730,Richard Montgomery
1731,1731,Fairfield
1732,1732,Bentley School
1733,1733,Detroit Country Day School
1734,1734,Nansemond River
1735,1735,Loretto Academy
1736,1736,Chamblee Charter High School
1737,1737,Alliance
1738,1738,Eiko Gakuen High School
1739,1739,Menlo-Atherton High School
1740,1740,Lassiter High School
1741,1741,Portledge School
1742,1742,West Morris Mendham
1743,1743,West Island College
1744,1744,Michael J. Petrides School
1745,1745,El Rancho
1746,1746,Ransom Everglades High School
1747,1747,Pinnacle
1748,1748,Cardinal Gibbons
1749,1749,Cleveland Hills
1750,1750,University City
1751,1751,Douglas County
1752,1752,Morris Hills High School
1753,1753,Ursula Franklin Academy
1754,1754,Inglemoor
1755,1755,Ponderosa
1756,1756,Marymount
1757,1757,George School
1758,1758,Pymble Ladies
1759,1759,Pioneer
1760,1760,New Milford High School
1761,1761,Beacon
1762,1762,Wyoming Seminary
1763,1763,Horace Mann School
1764,1764,Vernon Hills High
1765,1765,Tolland
1766,1766,Abingdon
1767,1767,Rockhurst High School
1768,1768,Omro
1769,1769,MICDS
1770,1770,South Windsor
1771,1771,Acton-Boxborough Regional High School
1772,1772,Gill St. Bernard's
1773,1773,The Haverford School
1774,1774,Xavier
1775,1775,T.C. Williams
1776,1776,The Gilman School
1777,1777,Sparta High
1778,1778,Torrington
1779,1779,DuPont Manual
1780,1780,Valencia
1781,1781,Appleton North High School
1782,1782,Canada Prep Academy
1783,1783,Camp Hill
1784,1784,El Dorado
1785,1785,Marin Academy
1786,1786,Walter M. Williams
1787,1787,River Dell
1788,1788,National Cathedral
1789,1789,Catlin Gabel School
1790,1790,Lake Highland Prep
1791,1791,127 SOU Ivan Denkoglu
1792,1792,Canton
1793,1793,Middleton
1794,1794,Rocky Mountain
1795,1795,Cameron Heights Collegiate
1796,1796,Baldwin Senior
1797,1797,Greenhill
1798,1798,United World College of the Adriatic
1799,1799,Choate Rosemary Hall (Conn.)
1800,1800,Roswell
1801,1801,Fair Lawn
1802,1802,Skaneatales
1803,1803,Pasack Valley
1804,1804,Oyster Bay
1805,1805,Pomfret School
1806,1806,Seven Oaks School
1807,1807,St. Luke's
1808,1808,Headington School
1809,1809,De La Salle
1810,1810,Plymouth
1811,1811,W.P. Davidson
1812,1812,Wharton
1813,1813,San Pasqual
1814,1814,South Fayette Township Jr/Sr HS
1815,1815,Penn
1816,1816,Elkin
1817,1817,Governor Livingston
1818,1818,Collegiate
1819,1819,Lakota East
1820,1820,Diamond Ranch
1821,1821,Ladue
1822,1822,Thayer Academy
1823,1823,Lincoln (USHL)
1824,1824,Greenwich
1825,1825,Roxbury Latin School
1826,1826,St. Andrews Episcopal
1827,1827,Martin County High School
1828,1828,Hershey High School
1829,1829,Watkins Mill
1830,1830,Hampton Roads Academy
1831,1831,Walnut High School
1832,1832,Savannah Country Day
1833,1833,Guilderland High School
1834,1834,Cathedral and Cannon School
1835,1835,Surrey
1836,1836,Ascension Catholic High School
1837,1837,J.E.B. Stuart High School
1838,1838,The Northwest School
1839,1839,Venice High School
1840,1840,Scarborough
1841,1841,Vestavia Hills
1842,1842,Marmion Academy
1843,1843,Notre Dame College
1844,1844,Joseph Case
1845,1845,The Cathedral and John Connon School
1846,1846,Cooper
1847,1847,Wootton Upper School
1848,1848,Grand Valley
1849,1849,Sandra Day O'Connor
1850,1850,Notre Dame HS
1851,1851,John Abbot College
1852,1852,Douglas S. Freeman
1853,1853,Bowling Green
1854,1854,Winsor School
1855,1855,Northfield Mount Herman
1856,1856,Bischöfliches Willigis Gymnasium Mainz
1857,1857,Boston Latin School
1858,1858,Latin School of Chicago
1859,1859,Ripley
1860,1860,Hunter College HS
1861,1861,Stafford Grammar School
1862,1862,Walla Walla
1863,1863,St. Peter's School
1864,1864,Burlington
1865,1865,Creighton Prep
1866,1866,Cazenovia
1867,1867,Brookwood
1868,1868,Elida
1869,1869,Walpole
1870,1870,Denton Guyer
1871,1871,Buckingham Browne & Nichols School
1872,1872,St. Pius X
1873,1873,Brentwood College
1874,1874,Wyomissing
1875,1875,Cornwall
1876,1876,Stone Ridge School of the Sacred Heart
1877,1877,Archbishop Denis O'Connor High
1878,1878,Adolfo Camarillo
1879,1879,Noble & Greenough School
1880,1880,Dupont Manual Magnet
1881,1881,Bozeman
1882,1882,Bayard Rustin
1883,1883,Seymour
1884,1884,Yarmouth
1885,1885,Thompson
1886,1886,Canadian International School of Hong Kong
1887,1887,St. George's School
1888,1888,Golden Valley
1889,1889,Lincoln Southeast
1890,1890,San Luis Obispo
1891,1891,Shattuck-St. Mary's School (Minn.)
1892,1892,Hudson
1893,1893,Lancaster
1894,1894,Shawnigan Lake
1895,1895,Westchester Academy
1896,1896,The Hill School
1897,1897,Bishop Amat
1898,1898,Shawnigan Lake School
1899,1899,Shaker Heights
1900,1900,The Taft School (Conn.)
1901,1901,Ithaca
1902,1902,University of Chicago Laboratory School
1903,1903,Cheyenne Central
1904,1904,SAR
1905,1905,Zebulon Vance
1906,1906,Concord Carlisle Regional
1907,1907,Agoura
1908,1908,Friends of Jaclyn
1909,1909,Livingston
1910,1910,Blake Schools Upper
1911,1911,Edmund Burke School
1912,1912,Greece Olympia
1913,1913,MacArthur
1914,1914,Collingwood School
1915,1915,Charles Wright Academy
1916,1916,Hebron
1917,1917,Hayfield Secondary
1918,1918,Oliver Ames
1919,1919,The Southport School
1920,1920,Chisipite Senior
1921,1921,Geneva Community
1922,1922,Concord-Carlisle
1923,1923,Phillips Academy (Mass.)
1924,1924,Spring Creek Academy
1925,1925,Toronto French School
1926,1926,St. Anthony's High
1927,1927,Marquette University HS
1928,1928,Lebanon
1929,1929,Modern Education Schools
1930,1930,Gann Academy
1931,1931,Arvada West
1932,1932,Peddie School
1933,1933,Eustis
1934,1934,Rockridge Secondary School
1935,1935,Mark Keppel
1936,1936,Benjamin Cardozo
1937,1937,Marion Center
1938,1938,Ramona
1939,1939,Nova High School
1940,1940,Central Catholic
1941,1941,Chester
1942,1942,Helena
1943,1943,Minot
1944,1944,Christian
1945,1945,Sequim
1946,1946,
1947,1947,Silverthorn Collegiate Institute
1948,1948,Walled Lake Western
1949,1949,Branksome Hall
1950,1950,King Philip Regional
1951,1951,Hills Road Sixth Form College
1952,1952,Pleasant Valley
1953,1953,Durham Academy Upper School
1954,1954,Lakota West
1955,1955,Dominican Academy
1956,1956,North Shore
1957,1957,Wycliffe College
1958,1958,Woodstock
1959,1959,John A. Ferguson
1960,1960,Great Falls High School
1961,1961,Collins Hill
1962,1962,Norcross High School
1963,1963,Cambridge Rindge and Latin School
1964,1964,All Saints Academy
1965,1965,Lincoln School
1966,1966,Lakeland High School
1967,1967,Bel Air
1968,1968,Belmont
1969,1969,Holy Spirit HS
1970,1970,Scotch College
1971,1971,John F. Kennedy
1972,1972,Bishop Hendircken
1973,1973,Episcopal Collegiate
1974,1974,Holderness
1975,1975,Newtown HS
1976,1976,St. Anselm's Abbey
1977,1977,Cimarron Memorial
1978,1978,Rosemont
1979,1979,George Watson's College
1980,1980,Eden Prairie
1981,1981,Culver Academies
1982,1982,Saint Joseph's Preparatory School (Pa.)
1983,1983,Gainesville
1984,1984,Mahomet-Seymour
1985,1985,Haverford
1986,1986,Oxford Area Community
1987,1987,Lexington
1988,1988,Diocesan College
1989,1989,Northfield Mr. Hermon
1990,1990,Passaic County Technical and Vocational School
1991,1991,Orchard Park
1992,1992,Mountain Pointe
1993,1993,Walton
1994,1994,Archbishop Moeller
1995,1995,Henry M. Gunn High School
1996,1996,Holton-Arms School
1997,1997,Dulles
1998,1998,MAST Academy
1999,1999,The Hotchkiss School (Conn.)
2000,2000,St. Stephen's School
2001,2001,John Hersey
2002,2002,Athens
2003,2003,St. Peter Marian
2004,2004,Frankenmuth
2005,2005,Lansing
2006,2006,Totino-Grace
2007,2007,Windsor School
2008,2008,Waynflete School
2009,2009,Torrey Pines High School
2010,2010,Torrance
2011,2011,Saint Catherine's School
2012,2012,Williamston
2013,2013,Duluth East
2014,2014,Swampscott
2015,2015,Mechanicsburg Area Senior
2016,2016,New Bedford
2017,2017,Wakefield
2018,2018,Tabor Academy
2019,2019,Shattuck (Minn.)
2020,2020,Escondido
2021,2021,Lawrence
2022,2022,Vail Mountain School
2023,2023,West Torrance
2024,2024,Woodrow Wilson Classical
2025,2025,Martha's Vineyard
2026,2026,Ghana International School
2027,2027,Robert C. Byrd
2028,2028,University of Chicago Laboratory HS
2029,2029,University HS
2030,2030,Penfield
2031,2031,William Penn Charter School
2032,2032,Saint Pauls School
2033,2033,Connors State (OK)
2034,2034,Mission
2035,2035,South Pasadena
2036,2036,Olympian
2037,2037,East
2038,2038,A&M Consolidated
2039,2039,Lawrence Academy
2040,2040,New Braunfels
2041,2041,Bishop O’Dowd
2042,2042,Roland Park Country School
2043,2043,Shattuck St. Mary's
2044,2044,College Du Christ - ROI
2045,2045,Hermitage
2046,2046,Centaurus
2047,2047,Berkeley Prep School
2048,2048,Clear Brook
2049,2049,Arlington Country Day
2050,2050,Cantwell-Sacred Heart of Mary (Calif.)
2051,2051,Cardinal O'Hara
2052,2052,Spring Branch Memorial
2053,2053,Valley Stream
2054,2054,Crawford Mosley
2055,2055,London
2056,2056,Lindbergh
2057,2057,St. Albans Prep
2058,2058,Minnetonka
2059,2059,Carmel
2060,2060,Plymouth North
2061,2061,Cambridge Academy
2062,2062,Kings College
2063,2063,Forest Park
2064,2064,Hamilton HS
2065,2065,Marist
2066,2066,Providence Day School
2067,2067,Christ's College
2068,2068,Kekaulike
2069,2069,Taylor Allderdice
2070,2070,Hayward
2071,2071,Pulaski Academy
2072,2072,Maple Grove
2073,2073,BB&N
2074,2074,Peter Symonds College
2075,2075,Woodrow Wilson Senior
2076,2076,Pittsford Mendon
2077,2077,Athens Academy
2078,2078,Massillon Jackson
2079,2079,Cabrillo
2080,2080,Scotch College HS
2081,2081,Wellesley
2082,2082,Hamilton
2083,2083,Mater Dei
2084,2084,Christelijk Lyceum Zeist
2085,2085,Branford
2086,2086,Our Lady of Mercy
2087,2087,Louisiana Tech
2088,2088,Charlevoix
2089,2089,A.C. Flora
2090,2090,Fremont
2091,2091,St. Albans HS
2092,2092,South Portland HS
2093,2093,St. Margaret's Episcopal
2094,2094,McDonough School
2095,2095,Groton School (Mass.)
2096,2096,Bishop Feehan
2097,2097,Tuba City
2098,2098,Sierra Canyon
2099,2099,Pickerington Central
2100,2100,Strathmore
2101,2101,Moon Valley
2102,2102,Phoenix Country Day
2103,2103,Claremont Secondary
2104,2104,Fork Union Military Academy
2105,2105,Fayetteville
