,High_School_ID,High School
2106,2106,Holy Cross
2107,2107,Euclid Senior HS
2108,2108,DeMatha
2109,2109,Albert Lowry
2110,2110,Sydney Grammar School
2111,2111,Brookfield
2112,2112,Lockport Township
2113,2113,Mission San Jose
2114,2114,Wachusett
2115,2115,Mesa Community
2116,2116,Boyertown
2117,2117,Oak Park
2118,2118,Runshaw Sixth Form College
2119,2119,Walter Payton
2120,2120,Seaman
2121,2121,St. Benedict's
2122,2122,Lewisburg
2123,2123,Parkview
2124,2124,The Episcopal Academy
2125,2125,Palo Verde
2126,2126,La Jolla Country Day School
2127,2127,Lompoc
2128,2128,Hopewell
2129,2129,Three Lakes
2130,2130,Chapin School
2131,2131,Campbell Collegiate
2132,2132,Pasadena
2133,2133,Fairfield Ludlow
2134,2134,Boston Latin
2135,2135,Plano West Senior
2136,2136,Ann Arbor Pioneer (Mich.)
2137,2137,Gonzaga College HS
2138,2138,Sunrise Mountain
2139,2139,Pulaski County
2140,2140,Mallard Creek
2141,2141,Moeller HS
2142,2142,East Bladen
2143,2143,Valley Center
2144,2144,Hampton HS
2145,2145,West Bloomfield
2146,2146,G.W. Carver
2147,2147,Marblehead
2148,2148,Natick
2149,2149,Tampa Catholic
2150,2150,Phillips Exeter Academy (N.H.)
2151,2151,Regis
2152,2152,Sanford
2153,2153,St. Joseph's HS
2154,2154,Long Beach
2155,2155,Merrimack
2156,2156,Cooperstown Central
2157,2157,Winchendon School
2158,2158,Notre Dame High School
2159,2159,Saint Joseph's Prep
2160,2160,Woodstock Union
2161,2161,San Francisco Univ. HS
2162,2162,Diocesan Boys’ School
2163,2163,Colt's Neck
2164,2164,Bay Shore
2165,2165,Butte
2166,2166,Victor
2167,2167,Glenlyon Norfolk School
2168,2168,Bemidji
2169,2169,Santa Margarita
2170,2170,Col. Zadok Magruder
2171,2171,James Logan
2172,2172,Sherando
2173,2173,St. Ignatius College Preparatory
2174,2174,Stockdale
2175,2175,Hinsdale Central High School
2176,2176,Emery
2177,2177,Claudia Taylor Larybird Johnson
2178,2178,Anglo-Chinese School
2179,2179,The Columbus Academy
2180,2180,The Patrick School
2181,2181,St. Alban's
2182,2182,Brophy Prep.
2183,2183,Glen Rock
2184,2184,Northern Lehigh
2185,2185,Central
2186,2186,Naperville Central
2187,2187,Mary Institute Country Day
2188,2188,South Forsyth
2189,2189,Bishop McGuinness Catholic
2190,2190,George Walton Comprehensive
2191,2191,Laguna Creek
2192,2192,St. Ignatious Prep
2193,2193,Immaculate Heart of Mary
2194,2194,Queensbury
2195,2195,Durham Academy
2196,2196,Homer
2197,2197,Denver East
2198,2198,Texas
2199,2199,Mount Douglas
2200,2200,West Vancouver Secondary School
2201,2201,Chaminade High School
2202,2202,Archbishop Williams
2203,2203,Deerfield Academy (Mass.)
2204,2204,Ramapo High School
2205,2205,The Bronxville School
2206,2206,Newton Country Day School
2207,2207,Whippany Park
2208,2208,Stevenson School
2209,2209,San Ramon Valley
2210,2210,Green Mountain Valley School
2211,2211,Lynn Classical
2212,2212,LaSalle Academy
2213,2213,St. Cuthbert's College
2214,2214,St. Bernard
2215,2215,Nordhoff
2216,2216,Ipswich School
2217,2217,South Whidbey
2218,2218,Landschulheim Schloss Heessen
2219,2219,Maria Carrillo
2220,2220,Turpin
2221,2221,Sylvan Hills
2222,2222,Mount Vernon
2223,2223,Huntington Beach
2224,2224,North
2225,2225,Valley Christian
2226,2226,Colonia
2227,2227,Loyola of Los Angeles
2228,2228,Stephens
2229,2229,United World
2230,2230,Springfield HS
2231,2231,Cypress Ranch
2232,2232,Manchester
2233,2233,Western Canada
2234,2234,Fossil Ridge
2235,2235,Wissahickon Senior High
2236,2236,Blue Valley Southwest
2237,2237,Nardin Academy
2238,2238,Moses Brown
2239,2239,Louis D. Brandeis
2240,2240,Princess Anne High School
2241,2241,Paonia
2242,2242,Hinsdale
2243,2243,Avon Old Farms (Conn.)
2244,2244,Maggie L. Walker Governor's School
2245,2245,St. Paul’s Girls’ School
2246,2246,Nyack
2247,2247,Paul D. Schreiber
2248,2248,Billings west
2249,2249,Edison Academic Center
2250,2250,Montverde Academy (Fla.)
2251,2251,Orange Lutheran High School
2252,2252,Hamilton-Wenham HS
2253,2253,Blessed Trinity
2254,2254,Bedford School
2255,2255,Deering
2256,2256,Thomas Jefferson HS
2257,2257,Archbishop Wood
2258,2258,Reading Memorial
2259,2259,Sammamish
2260,2260,Cypress Ridge
2261,2261,The Roxbury Latin School
2262,2262,Cactus
2263,2263,Masconomet
2264,2264,Bethel
2265,2265,J.A. Foster
2266,2266,Mullen
2267,2267,The Baylor School
2268,2268,Worcester Preparatory School
2269,2269,North Point
2270,2270,Holy Ghost Prep
2271,2271,Wilson Central
2272,2272,Columbia Secondary
2273,2273,"Buckingham, Browne &amp;amp; Nichols School"
2274,2274,Calvin Christian
2275,2275,Eastside Catholic
2276,2276,New Bedford HS
2277,2277,Byram Hills
2278,2278,Oakland Catholic
2279,2279,Windward High School
2280,2280,Oakville Trafalgar
2281,2281,Lone Jack
2282,2282,Crescenta Valley
2283,2283,Tucson
2284,2284,D.W. Daniel
2285,2285,Camden Cathoilc
2286,2286,Framingham
2287,2287,Our Lady of Good Counsel
2288,2288,St. Helena
2289,2289,Palo Alto Senior
2290,2290,Wellesley Sr High School
2291,2291,St. Edward’s Senior School
2292,2292,Saint John
2293,2293,Dana Hall School
2294,2294,Sam Houston
2295,2295,Phillips Academy Andover (Mass.)
2296,2296,Sacramento Country Day School
2297,2297,Good Counsel
2298,2298,Dover-Sherborn Regional
2299,2299,Shawnee Mission Northwest
2300,2300,Washington County
2301,2301,Oakwood
2302,2302,Birchmount Park
2303,2303,St. Thomas Academy
2304,2304,Barnstable
2305,2305,Urbandale
2306,2306,Blue Valley Northwest
2307,2307,Warner Robins
2308,2308,St. Stephens Episcopal
2309,2309,St. John's Preparatory School
2310,2310,St. Stephen's
2311,2311,Crescent School
2312,2312,Polytechnic School
2313,2313,Stowe High School
2314,2314,Booker T. Washington
2315,2315,Sabino
2316,2316,Kearney
2317,2317,Plano East
2318,2318,Evangelical Christian School
2319,2319,Lakeridge
2320,2320,Ryle
2321,2321,Horizon
2322,2322,Glenbard South
2323,2323,Lemoore Union
2324,2324,Utica
2325,2325,Canisius Buffalo
2326,2326,Santa Ynez Valley
2327,2327,Boston College HS
2328,2328,St. Sebastian’s School
2329,2329,Northwood School (N.Y.)
2330,2330,Cascia Hall Prep
2331,2331,Vermont Academy (Vt.)
2332,2332,Culver Academy (Ind.)
2333,2333,Gloucester
2334,2334,Zeeland East
2335,2335,Jesuit HS
2336,2336,West Seneca West
2337,2337,Unionville
2338,2338,Ramstein American (Germany)
2339,2339,Ranney School
2340,2340,Calvert Hall
2341,2341,Southport
2342,2342,Bolivar Central
2343,2343,Wheelan School
2344,2344,Combs High School
2345,2345,Yorba Linda
2346,2346,Hockaday
2347,2347,Fork Union Military
2348,2348,JSerra Catholic
2349,2349,Seton Hall Prep.
2350,2350,home schooled
2351,2351,Monticello
2352,2352,Evander Childs
2353,2353,Lenape
2354,2354,The Hockday School
2355,2355,Lutheran
2356,2356,Mead HS
2357,2357,Morristown
2358,2358,St. Thomas More Academy
2359,2359,Albion
2360,2360,M. Stoneman Douglas
2361,2361,Greenwood College School
2362,2362,Oceanside
2363,2363,Gulliver Prep.
2364,2364,Howland
2365,2365,Roosevelt HS
2366,2366,Simpson County Academy
2367,2367,Somerville
2368,2368,Norwood
2369,2369,Los Alomos
2370,2370,St. Louis University High School
2371,2371,Mt. Vernon
2372,2372,Klein
2373,2373,Milton Acad.
2374,2374,Immaculate HS
2375,2375,Science Hill
2376,2376,Geneseo
2377,2377,St. Michael's Catholic Academy
2378,2378,St. Xavier HS
2379,2379,Stratton Mountain School
2380,2380,Austin
2381,2381,Newton
2382,2382,Tamalapis
2383,2383,Estevan Comprehensive School
2384,2384,Roosevelt
2385,2385,Newport
2386,2386,Western Branch
2387,2387,Miami Palmetto Senior
2388,2388,Lycee Francais de New York
2389,2389,State College Area High School
2390,2390,Lunenburg
2391,2391,Lake Highland Preparatory School
2392,2392,Klein Collins
2393,2393,Napa
2394,2394,Guilderland
2395,2395,Salisbury School (Conn.)
2396,2396,Northbridge
2397,2397,Wilson
2398,2398,Forest Lake
2399,2399,Bellville
2400,2400,Trinity Prep
2401,2401,Winton Woods
2402,2402,York Preparatory School
2403,2403,Clearwater Central Catholic
2404,2404,Institute of Education
2405,2405,Stratford Central
2406,2406,Athens High School
2407,2407,Burlingame
2408,2408,U.S. Grant
2409,2409,Boca Raton
2410,2410,San Dieguito HS
2411,2411,Leon
2412,2412,Shorewood
2413,2413,St. Kevin's College
2414,2414,Holy Redeemer
2415,2415,Judge Memorial HS
2416,2416,Olathe East Senior High School
2417,2417,Darien HS
2418,2418,South Burlington HS
2419,2419,Trinity Catholic
2420,2420,ACS Cobham
2421,2421,St. Paul's School (N.H.)
2422,2422,Phillips Exeter Acad. (N.H.)
2423,2423,Sir James Henderson British School of Milan
2424,2424,"St. Fintans High School, Sutton"
2425,2425,Chelsea (Mich.)
2426,2426,St. Catharine's Collegiate
2427,2427,Harbor Springs
2428,2428,West Valley Coll.
2429,2429,Pearl
2430,2430,Dalton School
2431,2431,Saint Raphael Academy
2432,2432,Aledo
2433,2433,Paideia School
2434,2434,Willmar
2435,2435,Forest Hill Collegiate
2436,2436,North Carolina School of Science and Math
2437,2437,Christ School
2438,2438,Billings Centra; Catholic
2439,2439,Jamesville-DeWitt
2440,2440,Villa Walsh Academy
2441,2441,John Carroll School
2442,2442,Glassboro
2443,2443,Wyoming Seminary Prep School
2444,2444,North Broward Prep.
2445,2445,Fort White
2446,2446,Lancaster Central
2447,2447,St. Sebastian's
2448,2448,Richland
2449,2449,Rivendell Academy
2450,2450,Santa Catalina
2451,2451,Foothill Technology
2452,2452,Moreau Catholic
2453,2453,Crystal Springs Uplands School
2454,2454,Coeur D Alene
2455,2455,Benet Acad.
2456,2456,Northwood School
2457,2457,Crown Point
2458,2458,Analy
2459,2459,Countryside
2460,2460,Sydney Grammar
2461,2461,St. Michael's College School
2462,2462,Heritage
2463,2463,Richard C. Lee
2464,2464,St. Kieran's College
2465,2465,Richard Lee
2466,2466,Frankfurt Am.
2467,2467,Lawrenceville (NJ)
2468,2468,C. Leon Kings
2469,2469,Iowa City West
2470,2470,Hickman Mills
2471,2471,Sam Rayburn
2472,2472,Wellington Community
2473,2473,St. Sebastian's School
2474,2474,Foster
2475,2475,Longwood
2476,2476,Topeka
2477,2477,Highland
2478,2478,Calabasas
2479,2479,St. James School
2480,2480,Holy Cross HS
2481,2481,Oakland Mills
2482,2482,Canfield
2483,2483,Logan Elm
2484,2484,Bear Creek
2485,2485,Columbus
2486,2486,Eastlake
2487,2487,The Henley College
2488,2488,Christian Brothers High School
2489,2489,Durfee
2490,2490,Norwell
2491,2491,Brien McMahon
2492,2492,Saint Franics
2493,2493,Haberdasher's Aske's Boys' School
2494,2494,Iolani School
2495,2495,Simsbury
2496,2496,Wayne Hills
2497,2497,Dover Sherborn
2498,2498,State College Area
2499,2499,San Marcos
2500,2500,St. Ignatius College Preperatory
2501,2501,Mäkelänrinne
2502,2502,The Bromfield School
2503,2503,La Salle Academy
2504,2504,Sevenoaks School
2505,2505,Oakland Technical
2506,2506,Orchard Park High School
2507,2507,Oak Knoll School of the Holy Child
2508,2508,Acton Boxborough Regional
2509,2509,Washington
2510,2510,North Paulding
2511,2511,Sacred Heart Preparatory
2512,2512,Mount Saint Joseph Academy
2513,2513,Binghamton
2514,2514,Downers Grove North
2515,2515,Mountain Ridge
2516,2516,Marmion Military Academy
2517,2517,Scoil Mhuire
2518,2518,Kantonsschule Alpenquai Luzern
2519,2519,Lloydminster Comprehensive
2520,2520,Interlochen Arts Academy
2521,2521,Valhalla
2522,2522,Woodbury
2523,2523,Brearley School
2524,2524,Scripps Ranch
2525,2525,The King's Academy
2526,2526,Edina High School
2527,2527,The Horace Mann School
2528,2528,South Anchorage
2529,2529,Marianopolis College
2530,2530,Rancho
2531,2531,Palmyra
2532,2532,Drake
2533,2533,Downington East
2534,2534,Bishop Strachan School
2535,2535,Cambridge Rindge & Latin School
2536,2536,Sigrid Rudebecks Gymnasium
2537,2537,Elmer L. Meyers
2538,2538,Southeast Guilford Senior
2539,2539,Strake Jesuit Prep.
2540,2540,Forest Lakes HS
2541,2541,St. Johns Country Day School
2542,2542,Thorton Township
2543,2543,Rio Americano
2544,2544,Bellarmine Prep
2545,2545,St. Joe's Prep.
2546,2546,Newington
2547,2547,Henry Sibley Senior High School
2548,2548,Ward Melville High School
2549,2549,Greendale HS
2550,2550,St. Alabans School
2551,2551,Wycombe
2552,2552,H.B. Plant School
2553,2553,The Episcopal School of Dallas
2554,2554,Moses Brown School (R.I.)
2555,2555,Salem
2556,2556,McQuaid Jesuit
2557,2557,Durham Academy Upper
2558,2558,Seattle Preparatory School
2559,2559,Dayton
2560,2560,Mount St. Joseph Acadmey
2561,2561,Assumption
2562,2562,Jefferson High School for Science and Technology
2563,2563,Bethesda C Chase
2564,2564,Archbishop Molloy
2565,2565,Arlington
2566,2566,Naples HS
2567,2567,Interlochen Arts Academy (Mich.)
2568,2568,Bishp Hendricken (R.I.)
2569,2569,Northfield Mount Hermon (Mass.)
2570,2570,AC Davis
2571,2571,Canandaigua Academy
2572,2572,Egg Harbor Township High
2573,2573,Fairport
2574,2574,St. Paul Catholic
2575,2575,Brockport
2576,2576,Souhegan
2577,2577,Northside Health Careers
2578,2578,Manchester Essex Regional
2579,2579,Bentley
2580,2580,E.L. Crossley Secondary School
2581,2581,Middletown (Ohio)
2582,2582,St. Louis
2583,2583,Princeton Day Prep
2584,2584,East Ascension
2585,2585,Edgewood HS
2586,2586,Park Tudor HS
2587,2587,Saint Andrew's
2588,2588,Governor Drummer Academy
2589,2589,St Margaret's College
2590,2590,Hillcrest
2591,2591,Johannes-Kepler-Gymnasium Leonberg
2592,2592,Williston-Northampton
2593,2593,Benjamin Franklin Senior
2594,2594,Snohomish
2595,2595,Etowah
2596,2596,Blackrock College
2597,2597,Robinson Secondary
2598,2598,Christian Brothers Acad.
2599,2599,Tucker
2600,2600,Kingston
2601,2601,Brophy College Prep.
2602,2602,Kasson
2603,2603,East Lyme
2604,2604,Montclair Prep
2605,2605,Mclean
2606,2606,Stanstead College
2607,2607,Fort Worth Country Day
2608,2608,Omaha Central
2609,2609,Wheaton Warrenville South
2610,2610,The Westminster School
2611,2611,Newark Academy
2612,2612,St. Andrew's School
2613,2613,Grove City
2614,2614,Paisii Hilendarski
2615,2615,Coomandook Area School
2616,2616,Wantaugh
2617,2617,Williston
2618,2618,Maria Theresia Gymnasium
2619,2619,Cohasset
2620,2620,Montclair College Prep
2621,2621,Saint Ignatius College Prep
2622,2622,Langley Park Boys' School
2623,2623,Irondale
2624,2624,Charlotte Christian School
2625,2625,Henry Clay
2626,2626,Agnes Irwin
2627,2627,Cheltenham
2628,2628,Algonquin Regional
2629,2629,Wenatchee
2630,2630,Kent Denver
2631,2631,Notre Dame de Sion
2632,2632,Mifflin County
2633,2633,Whitney M. Young Magnet
2634,2634,Lynnwood
2635,2635,Porter-Guad School
2636,2636,Sacred Heart Preparatory Atherton
2637,2637,Suncoast Community
2638,2638,Fairfield College Prep.
2639,2639,King Philip
2640,2640,Fayetteville-Manlius
2641,2641,Hammonton
2642,2642,Framingdale
2643,2643,Bedford Modern School
2644,2644,Kearsney College
2645,2645,Sheridan
2646,2646,Logan-Rogersville
2647,2647,Durango
2648,2648,Robert A. Long
2649,2649,Irvine
2650,2650,Trabuco Hills
2651,2651,Packer Collegiate Institute
2652,2652,Vista del Lago
2653,2653,Ironwood Ridge High School
2654,2654,Osseo
2655,2655,Frances Kelsey
2656,2656,Honeoye Falls-Lima
2657,2657,Guildford
2658,2658,Vail Mountain
2659,2659,The Agnes Irwin School
2660,2660,St.Stephen's and St. Agnes School
2661,2661,St. Joe's
2662,2662,Viewpoint
2663,2663,Hamden
2664,2664,Northfield Mount Hermon School
2665,2665,Camden County
2666,2666,Harbord Collegiate Institute
2667,2667,Pittsford-Mendon
2668,2668,Laurel Springs
2669,2669,Bronx HS of Science
2670,2670,St. George Girls High School
2671,2671,Hunterdon Central
2672,2672,Harding Academy
2673,2673,T.L. Hanna
2674,2674,Pascagoula
2675,2675,St. Edward
2676,2676,Douglas
2677,2677,Briarcrest
2678,2678,Novato
2679,2679,Stowe
2680,2680,Scarsdale
2681,2681,The Berkeley Carroll School
2682,2682,Poway
2683,2683,Fike
2684,2684,Hillcrest (Idaho)
2685,2685,Spring Lake
2686,2686,Atholton
2687,2687,St. Andrew's Scots School
2688,2688,Horton Watkins
2689,2689,The Cheltenham Ladies' College
2690,2690,St. Bede's College
2691,2691,3rd Grammer School
2692,2692,Pittsford-Sutherland
2693,2693,Oxford Academy
2694,2694,Ridge High School
2695,2695,Woodward Academy
2696,2696,Episcopal (Va.)
2697,2697,Suncoast High School
2698,2698,St. Wilfrid's Catholic
2699,2699,Ponte Vedra
2700,2700,Prince Alfred College
2701,2701,Hough
2702,2702,Academy of Holy Angels
2703,2703,St. Johns
2704,2704,Dothan
2705,2705,Deerfield Acad.
2706,2706,Beverly Hills
2707,2707,Convent of Sacred Heart
2708,2708,Gaylord
2709,2709,Murray (Ky.)
2710,2710,Bishop Allen
2711,2711,P.D. Schreiber
2712,2712,Great Oak
2713,2713,St. Anne's-Belfield
2714,2714,Blackhawk
2715,2715,Allen Park
2716,2716,Moniteau
2717,2717,Half Hollow Hills East
2718,2718,West Waterloo
2719,2719,Conestoga High School
2720,2720,St. Brendan's College
2721,2721,Limon
2722,2722,Moorhead
2723,2723,Cranbrook
2724,2724,Mahtomedi
2725,2725,Shiplake College
2726,2726,Deerfield (Mass.)
2727,2727,Warrenton
2728,2728,Matignon
2729,2729,Bonita Vista
2730,2730,St. Peter's Prep
2731,2731,King's School
2732,2732,Eagle
2733,2733,Dennis Morris
2734,2734,Point Loma
2735,2735,Bishops Diocesan College
2736,2736,St. Michael's College High School
2737,2737,Marina
2738,2738,Archbishop Hoban
2739,2739,Sacred Heart Preparatory (Calif.)
2740,2740,Windward School
2741,2741,Aiglon College
2742,2742,Gonzaga College High School
2743,2743,Garden City High School
2744,2744,Pate's Grammar School
2745,2745,Univ. Heights Academy
2746,2746,Dawson College
2747,2747,Glastonbury
2748,2748,Plainview Old Bethpage
2749,2749,Städtisches Gymnasium Löhne
2750,2750,East Chapel Hill
2751,2751,Old Rochester Regional
2752,2752,Del Campo
2753,2753,Arapahoe
2754,2754,Zionsville Community
2755,2755,Cinco Ranch
2756,2756,Ticonderoga
2757,2757,Sierra
2758,2758,Warwick
2759,2759,George Washington University Online High School
2760,2760,Long Island Lutheran
2761,2761,Dumont
2762,2762,Episcopal School
2763,2763,Montville
2764,2764,Kingston Collegiate and Vocational Institute
2765,2765,Shorecrest Prep.
2766,2766,Servite
2767,2767,Norland
2768,2768,Soldan International
2769,2769,Granada
2770,2770,Southridge School
2771,2771,Burnsville
2772,2772,Brockton
2773,2773,Kamehameha
2774,2774,Vero Beach
2775,2775,The College Preparatory School/K12 International Academy
2776,2776,Rampart
2777,2777,Oakton
2778,2778,Webster
2779,2779,Ellington
2780,2780,Liverpool
2781,2781,Cobequid
2782,2782,Sinagua
2783,2783,Manchester Grammar
2784,2784,E.E. Smith
2785,2785,Bishop Grandin
2786,2786,Sachem
2787,2787,Flintridge Sacred Heart Academy
2788,2788,Droste-Hulshoff Gymnasium
2789,2789,Norwood-Norfolk Central
2790,2790,William Floyd
2791,2791,Pearland
2792,2792,Orono
2793,2793,Rye Neck
2794,2794,Ponahou
2795,2795,Brecksville-Broadview Heights
2796,2796,Perry
2797,2797,Colonie Central
2798,2798,Old Saybrook
2799,2799,Crascentra Valley
2800,2800,Mar Vista
2801,2801,Ann Arbor Huron
2802,2802,North Reading
2803,2803,St. Olave's
2804,2804,North Highlands Regional
2805,2805,Archbishop Alter High School
2806,2806,Gaithersburg
2807,2807,Crespi Carmelite
2808,2808,Hanover Area
2809,2809,New Utrecht
2810,2810,Malvern
2811,2811,Staten Island Technical
2812,2812,Auckland Grammar School
2813,2813,Manlius
2814,2814,Lakeville South
2815,2815,Jersey Village
2816,2816,Amador
2817,2817,Sheldon
2818,2818,Lancaster Country Day
2819,2819,Roslyn
2820,2820,North Muskegon
2821,2821,Mirabeau B. Lamar
2822,2822,Franklin Cty.
2823,2823,Oneida
2824,2824,Hillside
2825,2825,Marin Catholic
2826,2826,Licking Valley
2827,2827,Jesuit College Prep
2828,2828,Chaminade College Prep
2829,2829,Bishop Watterson
2830,2830,Evanston Twp.
2831,2831,Ireland 745000
2832,2832,Douglas City HS
2833,2833,Norfolk Collegiate School
2834,2834,Bettendorf
2835,2835,Hotchkiss School (Conn.)
2836,2836,Bishop Hendricken
2837,2837,Aquinas College
2838,2838,Malden
2839,2839,Waldorf School of Garden City
2840,2840,Brookfield Academy
2841,2841,Fieldston School (N.Y.)
2842,2842,Onteora Central
2843,2843,St. Croix Lutheran
2844,2844,Desert Ridge
2845,2845,Alamogordo
2846,2846,Riverdale Country Day
2847,2847,Paint Branch
2848,2848,Wellington College
2849,2849,Ozark
2850,2850,Hilliard Davidson
2851,2851,Dobyns Bennett
2852,2852,Gymnasium Altenholz
2853,2853,Permian
2854,2854,Staten Island Tech
2855,2855,Massaponax
2856,2856,Garnett Valley
2857,2857,Champion
2858,2858,Trinity College
2859,2859,Marist School
2860,2860,Coughlin
2861,2861,Goshen Central
2862,2862,Academy For Bus And Comp Tech
2863,2863,Catholic Memorial
2864,2864,Siegel HS
2865,2865,David Douglas High School
2866,2866,Freehold Township
2867,2867,Brisbane Girls Grammar School
2868,2868,Avon Park
2869,2869,Royal
2870,2870,Kennett
2871,2871,Lower Merion
2872,2872,Dos Pueblos Senior
2873,2873,Mountain Brook
2874,2874,Paul VI Catholic
2875,2875,Academy of Holy Cross
2876,2876,International School of Dakar (Senegal)
2877,2877,McCallie
2878,2878,Katharine Branson School
2879,2879,The Chapin School
2880,2880,Saint Paul's School
2881,2881,Half Hollow Hills
2882,2882,K12 International Academy
2883,2883,SMK St. Joseph
2884,2884,Tallinn Secondary Science School
2885,2885,Capitol Christian School
2886,2886,Detroit Jesuit
2887,2887,Meadowdale
2888,2888,Spartanburg
2889,2889,Twin Lakes
2890,2890,Raytown South
2891,2891,North Babylon
2892,2892,St. George's School (B.C.)
2893,2893,Cuba City
2894,2894,Hopkins HS
2895,2895,Norman North
2896,2896,Saranac Lake High School
2897,2897,KS Kapalama
2898,2898,North Attleboro
2899,2899,Victor J Andrew
2900,2900,Bishop Strachan / Westminster
2901,2901,Colchester
2902,2902,Pace Academy
2903,2903,Divine Savior Holy Angel
2904,2904,National Sport School
2905,2905,Boulder
2906,2906,St. Joan of Arc
2907,2907,Traverse City Senior High School
2908,2908,The Stony Brook School
2909,2909,William Penn
2910,2910,East Ridge
2911,2911,Ostra Reals Gymnasium
2912,2912,Phillips Andover Academy (Mass.)
2913,2913,Vimy Ridge Academy
2914,2914,Bishop Meige
2915,2915,Covent of the Visitation
2916,2916,Brea Olinda
2917,2917,The Madeira School
2918,2918,St Francis
2919,2919,Hamilton Central
2920,2920,Montpelier
2921,2921,Ensworth
2922,2922,Barron Collier
2923,2923,Holmdel
2924,2924,San Francisco University HS
2925,2925,North Broward Prepartory School
2926,2926,Loomis-Chaffee School
2927,2927,International
2928,2928,Scottsdale Arcadia
2929,2929,Madison West
2930,2930,Austin Preparatory School
2931,2931,Branson Preparatory School
2932,2932,Essex
2933,2933,Central/Team West
2934,2934,Mount St. Mary Academy
2935,2935,St. Stephen's and St. Agnes School
2936,2936,Westhill High School
2937,2937,Bishop Miege
2938,2938,Lo-Ellen Park
2939,2939,UWC Costa Rica
2940,2940,Cony
2941,2941,Dana Hils
2942,2942,The Holton-Arms School
2943,2943,William S. Hart
2944,2944,Phoenixville
2945,2945,Masuk HS
2946,2946,Patrick Henry
2947,2947,The Stevenson School
2948,2948,Moses Brown School
2949,2949,Methuen
2950,2950,Bunker Hill
2951,2951,Hong Kong International School
2952,2952,York House School
2953,2953,Providence Senior
2954,2954,Montini Catholic
2955,2955,Bridgewater
2956,2956,Lone Star
2957,2957,Christ Church Episcopal School
2958,2958,Homeschool
2959,2959,San Marin
2960,2960,Raffles
2961,2961,Cupertino
2962,2962,Flintridge Preparatory School
2963,2963,Jerudong International School
2964,2964,Springfield
2965,2965,Westboro HS
2966,2966,Spruce Grove Composite
2967,2967,Saddleback College
2968,2968,Beachwood
2969,2969,Everett
2970,2970,Bellarmine College Prep.
2971,2971,Katherine Branson
2972,2972,Concord
2973,2973,University of San Diego HS
2974,2974,CK McClatchy
2975,2975,Bullis School
2976,2976,Phillips Exter Academy
2977,2977,Glenelg
2978,2978,Juneau Douglas
2979,2979,Holton Arms
2980,2980,Cypress Falls High
2981,2981,Lewis-Palmer
2982,2982,Powers Catholic
2983,2983,Notre Dame High School Belmont
2984,2984,Thomas Sprigg Wootton
2985,2985,Roxbury
2986,2986,Brimmer & May
2987,2987,West Orange HS
2988,2988,Red Bank Reg.
2989,2989,Cloverleaf
2990,2990,William P. Clements
2991,2991,Frisco Liberty
2992,2992,Springbank Community
2993,2993,Marion Pleasant
2994,2994,The Shore School
2995,2995,Cooper City HS
2996,2996,Christ Church
2997,2997,Flower Mound Marcus
2998,2998,Mead
2999,2999,Bellarmine Prep School
3000,3000,Traverse City Central
3001,3001,The Governor's Academy
3002,3002,Duluth Denfeld
3003,3003,Stony Point
3004,3004,Prince of Wales Collegiate
3005,3005,"Buckingham, Browne & Nichols"
3006,3006,Mcdonogh School
3007,3007,A.W Dreyfoos Junior School for the Arts
3008,3008,West Springfield
3009,3009,Shattuck-St. Mary's
3010,3010,St. Aloysius Gonzaga
3011,3011,Jenison
3012,3012,College Station
3013,3013,Rush Henrietta
3014,3014,Upland
3015,3015,The Dwight School
3016,3016,Rockwall Heath
3017,3017,Bishop Stang
3018,3018,Esko
3019,3019,Miami Palmetto
3020,3020,Annie Wright
3021,3021,Liberty Bell
3022,3022,John Jay Senior High
3023,3023,Bellows Free Academy
3024,3024,Mäkelänrinne sports upper secondary
3025,3025,Grotius College
3026,3026,Cabot
3027,3027,St. Paul's (N.H.)
3028,3028,Plymouth-Salem
3029,3029,Webb City
3030,3030,Chamberlain
3031,3031,East Meadow
3032,3032,Ava Gymnasium
3033,3033,ASC Darmstadt
3034,3034,Auckland International College
3035,3035,Kingswood School
3036,3036,Pinewood School
3037,3037,Rockland
3038,3038,Vail Ski & Snowboard Acad.
3039,3039,Acton-Boxborough
3040,3040,Berkshire School (Mass.)
3041,3041,Sydney Girls High School
3042,3042,Millbrook
3043,3043,Calhoun
3044,3044,Blue Springs
3045,3045,Lyce Stendhal de Milan
3046,3046,Arm and Hammer United World College
3047,3047,Valhalla High School
3048,3048,Leland
3049,3049,Fairfield Ludlowe
3050,3050,Lamoille Union
3051,3051,10th Belgrade Grammar School
3052,3052,Westfielf
3053,3053,Shattuck-St. Mary's School
3054,3054,Lake Travis
3055,3055,Glenbrook South
3056,3056,West Mifflin
3057,3057,International School of Americas
3058,3058,Wilmington Friends School
3059,3059,St. James Scool
3060,3060,Taylor
3061,3061,Arizona Connections Academy
3062,3062,The Latin School of Chicago
3063,3063,East Bridgewater
3064,3064,Maple Grove Senior
3065,3065,Lake Oswego
3066,3066,St. Margaret's College
3067,3067,Saint Joseph
3068,3068,Dhirubhai Ambani International School
3069,3069,Eastern Regional HS
3070,3070,Sequoyah
3071,3071,Xavier Prep
3072,3072,Beekmantown Central
3073,3073,Torrey Pines (Calif.)
3074,3074,Commercial College of Iceland
3075,3075,Harrisonville
3076,3076,Sylvania Southview
3077,3077,Phillips Andover (Mass.)
